glycan_entity	glycan_entity_change	glycoprotein_entity_name	glycoprotein_gene_name	glycoprotein_mapped	glycoenzyme_entity_name	glycoenzyme_gene_name	glycoenzyme_mapped	biomarker_role	disease_name	disease_mapped	medical_intervention	organism	specimen_type	specimen_mapped	pmid	sentence_in_abstract
Gal beta 1----3GlcNAc	decreased level	Tetracarpidium conophorum lectin		Lectins				diagnostic				Tetracarpidium conophorum	seeds	Seeds	1711034	The Tetracarpidium lectin shows preference for simple, unbranched oligosaccharides containing a terminal Gal beta 1----4GlNAc sequence over a Gal beta 1----3GlcNAc sequence and substitution by sialic acid or fucose of the terminal galactose residue, the subterminal N-acetylglucosamine or more distally located sugar residues of oligosaccharides reduce binding activity.
2,3-sialylated glycans	increased level	Fibronectin		Fibronectins				diagnostic|prognostic	Cell Differentiation	Cell Differentiation		Humans	Mesenchymal Stem Cells	Mesenchymal Stem Cells	25422949	MS analysis revealed that 2,3-sialylated glycans, a potential marker of stem cell function, were more abundant on hMSCs expanded on FN-coated surface than on those expanded on PS-MBP-FGF2.
N-linked glycosylation	unaltered level	PD-1	PDCD1	PDCD1 protein, human				diagnostic|response	melanoma	Melanoma	second-line treatment	Humans	Cell Line, Tumor	Cell Line, Tumor	30892132	The glycan modifications of PD-1 could be observed in three potential N-linked glycosylation sites, while no substantial influences were detected to the binding of toripalimab.
α2-6 sialylation	increased level							prognostic	bladder cancer	Urinary Bladder Neoplasms		Humans	plasma	Humans	30040854	Indeed, α2-6 sialylation and β1-6 branching were able to predict recurrence from the NED state using a Cox proportional hazards regression model adjusted for age, gender, and time from cancer.
β1-6 branching	increased level							prognostic	bladder cancer	Urinary Bladder Neoplasms		Humans	plasma	Humans	30040854	Indeed, α2-6 sialylation and β1-6 branching were able to predict recurrence from the NED state using a Cox proportional hazards regression model adjusted for age, gender, and time from cancer.
LewisX	increased level	Tenascin C	TNC	Tenascin				diagnostic				Mice	Neural Stem Cells	Neural Stem Cells	23624942	In conclusion our study gives some novel insights into the complex expression of LeX glycans and potential carrier proteins during the development of the mouse spinal cord.
Tn	increased level	MUC1	MUC1	MUC1 protein, human|Mucin-1				diagnostic|prognostic	Breast Neoplasms	Breast Neoplasms		Humans	Breast carcinoma cells	Breast Neoplasms	28414807	the binding of MUC1 carrying STn to MGL may be more physiologically relevant and may be in part responsible for some of the characteristics of STn expressing tumours.
STn	increased level	MUC1	MUC1	MUC1 protein, human|Mucin-1				diagnostic|prognostic	Breast Neoplasms	Breast Neoplasms		Humans	Breast carcinoma cells	Breast Neoplasms	28414807	the binding of MUC1 carrying STn to MGL may be more physiologically relevant and may be in part responsible for some of the characteristics of STn expressing tumours.
N-linked glycosylation site at position 386	loss of structure	HIV Envelope Protein gp120	gp120	HIV Envelope Protein gp120				diagnostic|prognostic	HIV-associated dementia	AIDS Dementia Complex		Humans	blood or lymphoid tissue	Humans	17599380	Here, we identify an HIV Env variant in the V4 region of gp120, Asp 386 (D386), that eliminates an N-linked glycosylation site at position 386, enhances viral replication in macrophages, and is present at a higher frequency in AIDS patients with HIV-associated dementia (HAD) compared with non-HAD patients.
N-glycan	unaltered level	membrane cofactor protein (CD46)	CD46	Membrane Cofactor Protein				diagnostic|predictive	measles	Measles		Chinese hamster	CHO cells	CHO Cells	8764003	These results indicate that the N-glycan attached to SCR2 is essential for MCP to serve as a measles virus receptor.
glycan structure	unaltered level														17503376	We propose a novel general-purpose tree kernel and apply it to glycan structure analysis.
Lewis x	decreased level	glycoproteins	Fut9	Glycoproteins|Lewis X Antigen|Polysaccharides|Fucosyltransferases|fucosyltransferase 9, mouse	α1,3-fucosyltransferase 9	Fut9	fucosyltransferase 9, mouse	diagnostic				Mice	kidney	Mice|Mice, Knockout	26244810	These results suggested that Le(x) presence is widespread rather than being limited to specific proteins.
sialyl Lewis x	decreased level	P-selectin		Sialyl Lewis X Antigen	fucosyltransferase-IV and -VII			diagnostic|response	acute lung injury	Acute Lung Injury	anti-sLe x mAb F2	Mice	lung	Lung	37057964	Overall, these results indicate that the sLe x glycan could serve as a therapeutic target against ALI, and also that mAb F2 would be useful for specific targeting of this glycan.
fucosylated glycan	increased level	α-fetoprotein (AFP-L3)		alpha-Fetoproteins				diagnostic	hepatocellular carcinoma (HCC)	Carcinoma, Hepatocellular	immunoprecipitation	Humans	HCC serum samples	Humans	35536554	The low diagnostic sensitivity of AFP led researchers to focus on AFP-L3, which has the same sequence as conventional AFP but contains a fucosylated glycan.
N-glycosylation	altered level	LAMP-1	LAMP1	Lysosomal Membrane Proteins				diagnostic|prognostic	Neoplasm Metastasis	Neoplasm Metastasis		Mice|Humans	Hybrid Cells|Macrophages	Hybrid Cells|Macrophages	10644005	Analyses revealed that altered N-glycosylation in metastatic hybrids could explain the multiple phenotypic changes.
N-glycosylation	altered level	tyrosinase	TYRP1	tyrosinase-related protein-1|TYRP1 protein, human|Tyrp1 protein, mouse				diagnostic|prognostic	Neoplasm Metastasis	Neoplasm Metastasis		Mice|Humans	Hybrid Cells|Macrophages	Hybrid Cells|Macrophages	10644005	The incorporation of 3H-glucosamine, as a marker of N-glycosylation, into tyrosinase and LAMP-1 was found to be elevated in hybrids.
A2	unaltered level	Prothrombin	F2	Prothrombin				diagnostic|monitoring	Hepatoma	Protein Processing, Post-Translational	Warfarin therapy	Humans	Liver	Humans	32594109	Warfarin therapy leads to lower amounts of prothrombin and Gla residues within prothrombin without exerting qualitative and quantitative change in glycan profile and protein synthetic function in the liver.
disialylated O-glycans	increased level	asialofetuin		Asialoglycoproteins	beta-Galactoside alpha-2,3-Sialyltransferase		beta-Galactoside alpha-2,3-Sialyltransferase	diagnostic				Rats	Brain	Brain	2472271	We present evidence for the existence in rat brain of several sialyltransferases able to sialylate sequentially asialofetuin.
monosialylated O-glycan	increased level	asialofetuin		Asialoglycoproteins	Gal beta 1----3GalNAc-R:alpha 2----3 sialyltransferase			diagnostic				Rats	Brain	Brain	2472271	After structural analysis by HPLC on SAX and SiNH2 columns, we identified this product as Neu5Ac alpha 2----3Gal beta 1----3GalNAc.
LewisX	unaltered level	LRP1	Lrp1	Low Density Lipoprotein Receptor-Related Protein-1|Lrp1 protein, mouse				diagnostic|prognostic	oligodendrogenesis			mice	neural stem cells	Mice|Neural Stem Cells	23615909	Here, we provide first evidence that LRP1 is necessary for the differentiation of neural stem cells toward oligodendrocytes.
6'-sulfo-sialyl Lewisx	unaltered level	SIGLEC8 protein, human	SIGLEC8	SIGLEC8 protein, human				diagnostic|monitoring|predictive|prognostic|response|risk|safety	asthma	Humans		Humans	eosinophils|mast cells	Humans	32744401	Cross-linking of Siglec-8 with monoclonal antibodies triggers apoptosis in eosinophils and inhibits degranulation of mast cells, making Siglec-8 a promising target for the treatment of eosinophil- and mast cell-associated diseases such as asthma.
high-mannose-type N-glycans	increased level	hemagglutinin	HA	Hemagglutinin Glycoproteins, Influenza Virus				diagnostic|response	Influenza A Virus, H1N1 Subtype	Influenza, Human	vaccine development	Humans	Dendritic Cells	Dendritic Cells	27099319	High-mannose-type and single-GlcNAc-type N-glycans were more effective than complex-type N-glycans in triggering mouse and human DC activation and maturation.
single-GlcNAc-type N-glycans	increased level	hemagglutinin	HA	Hemagglutinin Glycoproteins, Influenza Virus				diagnostic|response	Influenza A Virus, H5N1 Subtype	Influenza in Birds	vaccine development	Birds	Dendritic Cells	Dendritic Cells	27099319	High-mannose-type and single-GlcNAc-type N-glycans were more effective than complex-type N-glycans in triggering mouse and human DC activation and maturation.
single-GlcNAc-type N-glycans	increased level	hemagglutinin	HA	Hemagglutinin Glycoproteins, Influenza Virus				diagnostic|response	Influenza A Virus, H7N9 Subtype	Influenza in Birds	vaccine development	Birds	Dendritic Cells	Dendritic Cells	27099319	High-mannose-type and single-GlcNAc-type N-glycans were more effective than complex-type N-glycans in triggering mouse and human DC activation and maturation.
Tn antigen	unaltered level	human serum albumin	HSA	Serum Albumin				diagnostic	tumor-associated antibody	Antibodies, Neoplasm		Humans	serum	Serum Albumin	31818011	The study describes development of a glycan biosensor for detection of a tumor-associated antibody.
sialyl LewisX (sLeX)	decreased level	pneumolysin	ply	plY protein, Streptococcus pneumoniae				diagnostic|monitoring	hemolytic activity			Humans	red blood cells	Erythrocytes	25422425	Ply hemolytic activity against human RBCs showed dose-dependent inhibition by sLeX.
lacto-N-neotetraose	decreased level	streptolysin O		streptolysin O				diagnostic|monitoring	hemolytic activity			Humans	red blood cells	Erythrocytes	25422425	hemolytic activity against RBCs can be blocked with the glycan lacto-N-neotetraose by inhibiting binding to the cell surface.
Prostate-Specific Antigen	unaltered level	Prostate specific antigen		Prostate-Specific Antigen				diagnostic	benign hyperplasia	Prostatic Hyperplasia		Humans	seminal plasma	Semen	21897005	This study aimed to profile free PSA (fPSA), especially lower molecular mass species lacking detailed classification, in normal seminal plasma and in sera from subjects with benign hyperplasia (BPH) or cancer of the prostate (PCa) as samples of known clinical relevance.
Prostate-Specific Antigen	unaltered level	Prostate specific antigen		Prostate-Specific Antigen				diagnostic	cancer of the prostate	Prostatic Neoplasms		Humans	sera		21897005	This study aimed to profile free PSA (fPSA), especially lower molecular mass species lacking detailed classification, in normal seminal plasma and in sera from subjects with benign hyperplasia (BPH) or cancer of the prostate (PCa) as samples of known clinical relevance.
Lewis X antigen	increased level	fucosyltransferase-F	smFuT-F	Lewis X Antigen	α1,3-fucosyltransferase		Fucosyltransferases	diagnostic	Schistosomiasis	Schistosomiasis		S. mansoni	intramammalian life stages	Schistosoma mansoni	26582608	As Schistosoma express a variety of fucosylated glycans, including the Lewis X antigen Galβ1-4(Fucα1-3)GlcNAcβ-R, it is likely that this family of genes encode enzymes that are partly responsible for the generation of those structures.
high-mannose-type saccharides	increased level	DC-SIGN	CD209	DC-specific ICAM-3 grabbing nonintegrin				diagnostic|predictive|response	HIV-1 infection	HIV Infections	microbicides	Humans	Dendritic Cells	Dendritic Cells	21540232	DC-SIGN interacts with glycan structures on HIV-1, facilitating virus survival, transmission and infection.
blood-type antigens H, A, B, Le(a), Le(b), Le(x), Le(y), sialyl-Le(a)	increased level	DC-SIGN	CD209	DC-specific ICAM-3 grabbing nonintegrin				diagnostic|predictive|response	HIV-1 infection	HIV Infections	microbicides	Humans	Dendritic Cells	Dendritic Cells	21540232	DC-SIGN interacts with glycan structures on HIV-1, facilitating virus survival, transmission and infection.
terminal mannose, terminal N-acetylglucosamine, 6-sulfogalactose residues	increased level	Langerin	CD207	CD207 protein, human				diagnostic|predictive|response	HIV-1 infection	HIV Infections	microbicides	Humans	Dendritic Cells	Dendritic Cells	21540232	Langerin appeared to recognize a different spectrum of compounds, especially those containing terminal mannose, terminal N-acetylglucosamine and 6-sulfogalactose residues.
N-glycan with Galβ1-4Galβ1- motif	increased level	L1CAM	L1CAM	Neural Cell Adhesion Molecule L1				diagnostic|prognostic|response	melanoma	Melanoma		Humans	melanoma cells	Cell Line, Tumor	22544341	The novel and unique N-glycan should be recognised as a new class of human melanoma marker.
α2-3-linked sialic acid	loss of structure	L1CAM	L1CAM	Neural Cell Adhesion Molecule L1				diagnostic|prognostic|response	melanoma	Melanoma		Humans	melanoma cells	Cell Line, Tumor	22544341	the loss of α2-3-linked sialic acid in L1CAM is a phenomenon observed during the transition of melanoma cells from VGP to a metastatic stage.
α2-6-linked sialic acid	increased level	L1CAM	L1CAM	Neural Cell Adhesion Molecule L1				diagnostic|prognostic|response	melanoma	Melanoma		Humans	melanoma cells	Cell Line, Tumor	22544341	the presence of cell surface α2-6-linked sialic acid enhances the invasive potential of both primary and metastatic melanoma cells.
sialic acids	increased level	SIGLEC7 protein, human	SIGLEC7	SIGLEC7 protein, human	ST3GAL1|ST3GAL4	ST3GAL1|ST3GAL4	ST3GAL1|ST3GAL4	diagnostic|prognostic	Pancreatic Ductal Adenocarcinoma	Pancreatic Neoplasms	cancer immunotherapy	Humans	Pancreatic Neoplasms	Pancreatic Neoplasms	33627655	One of the glycan moieties generally overexpressed in cancer are sialic acids, which can induce immunomodulatory properties via binding to Siglec receptors.
α2,6-sialylated glycans	increased level							diagnostic	tumors	Tumors		Humans			30735949	α2,6-sialylated glycans (α2,6-sial-Gs), a potential biomarker of tumors.
outer arm fucosylation	increased level	N-glycans		Biomarkers|Polysaccharides|Fucose				diagnostic	hepatocellular carcinoma	Carcinoma, Hepatocellular		Humans	serum	Humans	18619944	We found that outer arm fucosylation (attached GlcNAc via an alpha 1-3/4 linkage) in highly branched oligosaccharides increased significantly in sera of HCC patients.
