glycan_entity	glycan_entity_change	glycoprotein_entity_name	glycoprotein_gene_name	glycoprotein_mapped	glycoenzyme_entity_name	glycoenzyme_gene_name	glycoenzyme_mapped	biomarker_role	disease_name	disease_mapped	medical_intervention	organism	specimen_type	specimen_mapped	pmid	sentence_in_abstract
beta-amyloid precursor protein	unaltered level			Amyloid beta-Protein Precursor					Alzheimer's disease		melatonin	mammals	other cell types		10231726	In other cell types, the unglycosylated ER-bound beta APP derivatives are predominant forms that were marginally affected by melatonin treatment.
Fc gamma RIIb2 glycosylation	undetermined	Fc gamma RIIb2		Fc gamma receptor IIB					Pregnancy	Pregnancy		Humans	placental villus endothelium	Chorionic Villi|Endothelium, Vascular	11238632	These experiments showed that the Fc gamma RII expressed in villus endothelium was the b2 isoform whose cytoplasmic tail is known to include a phosphotyrosyl-based motif that inhibits a variety of immune responses.
N-link glycosylation	decreased level	PD-L1		B7-H1 Antigen|CD274 protein, human	ALG3		Mannosyltransferases	prognostic|response	triple-negative breast cancer	Triple Negative Breast Neoplasms	anti-PD-1 therapy	human	tumor	Cell Line, Tumor	39116492	The expression level of PD-L1 protein was not affected by ALG3 level, but the glycosylation level was significantly decreased in tumor.
CD133 glycosylation	altered level	CD133		PROM1 protein, human				diagnostic	Colon cancer	Colonic Neoplasms		Human	Cancer stem cells	Neoplastic Stem Cells	20068153	Intriguingly, we observed that detection of the AC133 epitope on the cell surface decreased upon differentiation of CSC in a manner that correlated with loss of clonogenicity.
CD166	decreased level	CD166		ALCAM protein, human					clear cell renal cell carcinoma	Carcinoma, Renal Cell|Kidney Neoplasms		human	renal tissues	Kidney Neoplasms	19337990	Western blotting confirmed these changes and also revealed VHL-dependent alterations in protein form for CD147 and CD166, which in the case of CD166 was shown to be due to differential glycosylation.
CD147	decreased level	CD147		Basigin					clear cell renal cell carcinoma	Carcinoma, Renal Cell|Kidney Neoplasms		human	renal tissues	Kidney Neoplasms	19337990	Western blotting confirmed these changes and also revealed VHL-dependent alterations in protein form for CD147 and CD166, which in the case of CD166 was shown to be due to differential glycosylation.
glycosylation	altered level			Glycoproteins				diagnostic	high-grade serous ovarian carcinoma	Cystadenocarcinoma, Serous|Ovarian Neoplasms		Humans	ovarian tumor	Ovarian Neoplasms	33086064	Integration of the expression data from global proteomics and glycoproteomics reveals tumor-specific glycosylation, uncovers different glycosylation associated with three tumor clusters, and identifies glycosylation enzymes that were correlated with the altered glycosylation.
glycosylation	unaltered level			Glycoproteins				diagnostic	non-tumor tissues			Humans	non-tumor tissue	Tissue Banks	33086064	Here, we perform an integrated proteomic and glycoproteomic analysis of 83 prospectively collected high-grade serous ovarian carcinoma (HGSC) and 23 non-tumor tissues.
Mac-2-binding protein glycosylation isomer	decreased level	Mac-2-binding protein		LGALS3BP protein, human				predictive	Esophagogastric varices	Esophageal and Gastric Varices	direct-acting antivirals	Humans	serum		32444247	M2BPGi levels decreased during DAA treatment regardless of EGV development, but there was no significant difference in the reduction of M2BPGi among the EGV-improvement, EGV-invariant, and EGV-exacerbation groups (p=0.659).
fucosylated GP73	increased level	GP73		GOLM1 protein, human				diagnostic	hepatocellular carcinoma	Carcinoma, Hepatocellular		human	serum		30238841	The median serum Fuc-GP73 level of hepatocellular carcinoma (20.4 μg/L) was much higher than that of ODSD patients (1.8 μg/L) and the normal controls group (0.3 μg/L), significantly ( P <0.01).
MHC-I molecules	unaltered level	MHC-I heavy chains							T cell activation			human	T cells	T-Lymphocytes	15471856	Biochemical analysis showed that misfolded MHC-I molecules present at the cell surface are fully glycosylated mature molecules.
glycated CD59	increased level	CD59		CD59 Antigens				risk	diabetes	Diabetes Mellitus		human	kidneys|nerves|erythrocytes	Kidney Transplantation||	15448097	We report here 1) the generation and characterization of an anti-glycated human CD59 (hCD59) specific antibody, 2) the detection with this antibody of glycated hCD59 colocalized with MAC in kidneys and nerves from diabetic but not from nondiabetic subjects, and 3) a significantly reduced activity of hCD59 in erythrocytes from diabetic subjects, a finding consistent with glycation inactivation of hCD59 in vivo.
N-glycosylation	altered level	CD97		ADGRE5 protein, human					gastrointestinal tumors	Colonic Neoplasms		human	gastrointestinal tumor cell lines	Tumor Cells, Cultured	15386373	Differences were apparent in gastrointestinal tumors and smooth muscle cells where monoclonal antibodies (mAbs) to the first epidermal growth factor (EGF) domain (CD97(EGF)) showed a more restricted staining pattern than mAbs to the stalk region (CD97(stalk)).
glycosylation	altered level	acetylcholinesterase		Acetylcholinesterase				diagnostic	Alzheimer's disease	Alzheimer Disease		Humans	brain		10098867	This study demonstrates that the glycosylation of AChE is altered in the AD brain and that changes in AChE glycosylation in AD CSF may reflect changes in the distribution of brain isoforms.
glycosylation	altered level	acetylcholinesterase		Acetylcholinesterase				diagnostic	Alzheimer's disease	Alzheimer Disease		Humans	cerebrospinal fluid		10098867	The glycosylation of acetylcholinesterase (AChE) in CSF was analyzed by lectin binding.
galactosylation	increased level	Mr = 110,000 protein		Glycoproteins	galactosyltransferase		Galactosyltransferases		metastatic melanoma	Melanoma|Neoplasm Metastasis	Chloroquine treatment	murine	B16 melanoma cells	Melanoma|Tumor Cells, Cultured	2121334	Interestingly, on living cells, this cell surface GT almost exclusively galactosylates an endogenous glycoprotein (Mr = 110,000).
galactosylation	increased level	glucosylceramide		Glycolipids|Glycosphingolipids|Lactosylceramides	galactosyltransferase		Galactosyltransferases		metastatic melanoma	Melanoma|Neoplasm Metastasis	Chloroquine treatment	murine	B16 melanoma cells	Melanoma|Tumor Cells, Cultured	2121334	In addition to this protein-specific endogenous GT activity, another cell surface GT activity that selectively galactosylates glucosylceramide is also prominent.
GnGn structures	increased level	2B8-FcΔXF		Antibodies, Monoclonal					non-Hodgkin lymphoma			Nicotiana benthamiana	hairy root cultures	Plant Roots	29975457	Antibody N-glycosylation profiling reveal the prominent occurrence of GnGn structures and low levels of xylose- and fucose-containing counterparts.
xylose-containing counterparts	decreased level	2B8-FcΔXF		Antibodies, Monoclonal					non-Hodgkin lymphoma			Nicotiana benthamiana	hairy root cultures	Plant Roots	29975457	Antibody N-glycosylation profiling reveal the prominent occurrence of GnGn structures and low levels of xylose- and fucose-containing counterparts.
fucose-containing counterparts	decreased level	2B8-FcΔXF		Antibodies, Monoclonal					non-Hodgkin lymphoma			Nicotiana benthamiana	hairy root cultures	Plant Roots	29975457	Antibody N-glycosylation profiling reveal the prominent occurrence of GnGn structures and low levels of xylose- and fucose-containing counterparts.
N-glycosylation	decreased level	Immunoglobulin		Immunoglobulin Variable Region					t(14;18)-negative follicular lymphoma	Lymphoma, Follicular		Humans			28824170	N-glycosylation sites were detected considerably less frequently in t(14;18)-negative FL.
ALG9	undetermined			ALG9 protein, human					Congenital disorder of glycosylation	Congenital Disorders of Glycosylation		Humans			28742265	Based on molecular studies, the 27 CDG patients were classified into different subtypes: ALG9-CDG (8 patients, 29.5%), ALG3-CDG (7 patients, 26%), COG6-CDG (7 patients, 26%), MGAT2-CDG (3 patients, 11%), SLC35A2-CDG (1 patient), and PMM2-CDG (1 patient).
ALG3	undetermined			ALG3 protein, human					Congenital disorder of glycosylation	Congenital Disorders of Glycosylation		Humans			28742265	Based on molecular studies, the 27 CDG patients were classified into different subtypes: ALG9-CDG (8 patients, 29.5%), ALG3-CDG (7 patients, 26%), COG6-CDG (7 patients, 26%), MGAT2-CDG (3 patients, 11%), SLC35A2-CDG (1 patient), and PMM2-CDG (1 patient).
COG6	undetermined			COG6 protein, human					Congenital disorder of glycosylation	Congenital Disorders of Glycosylation		Humans			28742265	Based on molecular studies, the 27 CDG patients were classified into different subtypes: ALG9-CDG (8 patients, 29.5%), ALG3-CDG (7 patients, 26%), COG6-CDG (7 patients, 26%), MGAT2-CDG (3 patients, 11%), SLC35A2-CDG (1 patient), and PMM2-CDG (1 patient).
MGAT2	undetermined			N-Acetylglucosaminyltransferases					Congenital disorder of glycosylation	Congenital Disorders of Glycosylation		Humans			28742265	Based on molecular studies, the 27 CDG patients were classified into different subtypes: ALG9-CDG (8 patients, 29.5%), ALG3-CDG (7 patients, 26%), COG6-CDG (7 patients, 26%), MGAT2-CDG (3 patients, 11%), SLC35A2-CDG (1 patient), and PMM2-CDG (1 patient).
SLC35A2	undetermined			Monosaccharide Transport Proteins					Congenital disorder of glycosylation	Congenital Disorders of Glycosylation		Humans			28742265	Based on molecular studies, the 27 CDG patients were classified into different subtypes: ALG9-CDG (8 patients, 29.5%), ALG3-CDG (7 patients, 26%), COG6-CDG (7 patients, 26%), MGAT2-CDG (3 patients, 11%), SLC35A2-CDG (1 patient), and PMM2-CDG (1 patient).
PMM2	undetermined								Congenital disorder of glycosylation	Congenital Disorders of Glycosylation		Humans			28742265	Based on molecular studies, the 27 CDG patients were classified into different subtypes: ALG9-CDG (8 patients, 29.5%), ALG3-CDG (7 patients, 26%), COG6-CDG (7 patients, 26%), MGAT2-CDG (3 patients, 11%), SLC35A2-CDG (1 patient), and PMM2-CDG (1 patient).
fucose	loss of structure	pertuzumab		pertuzumab				response	HER2 positive breast cancer			CHO	CHO FUT8-/- cells	CHO Cells	28397880	Present data indicated that fucose was critical for ADCC activity by influencing the interaction between pertuzumab and FcγRIIIa, nevertheless removal of sialic acid increased the ADCC and CDC activity of pertuzumab.
sialic acid	loss of structure	pertuzumab		pertuzumab	sialidase			response	HER2 positive breast cancer		co-injection of asialofetuin	CHO	hepatic cells		28397880	Meanwhile, regarding to sialic acid, sialidase hydrolysis directly resulted in asialoglycoprotein receptors (ASGPRs) dependent clearance in hepatic cells in vitro.
Tn	unaltered level							diagnostic	Breast cancer	Breast Neoplasms		Humans	bone marrow	Bone Marrow	27272852	A double immunofluorescence staining of a pan-cytokeratin (CK) marker and either Tn or O-Acetyl-GD3 was carried out in artificial and patient bone marrow samples.
O-Acetyl-GD3	unaltered level							diagnostic	Breast cancer	Breast Neoplasms		Humans	bone marrow	Bone Marrow	27272852	A double immunofluorescence staining of a pan-cytokeratin (CK) marker and either Tn or O-Acetyl-GD3 was carried out in artificial and patient bone marrow samples.
sialyl-CD15	increased level								Hodgkin's lymphoma	Hodgkin Disease		Humans	KMH-2 cells	Cell Line, Tumor	26418972	KMH-2, as compared to L428 cells, showed increased binding due to its differential high expression of the sialyl-CD15.
sialyl Lewis X tetrasaccharide	acquisition of structure								Inflammation	Inflammation	Anti-Inflammatory Agents	Humans	Leukocytes	Leukocytes	21592467	Glycosyl chloride donor was applied to glycosylate a trisaccharide acceptor obtaining a new sulfonic acid mimetic of the sialyl Lewis X tetrasaccharide in high yield.
underglycosylation	undetermined	MUC1		MUC1 protein, human|Mucin-1				risk	epithelial ovarian cancer	Ovarian Neoplasms		Humans	cell membrane		18268124	Studies suggest that underglycosylation of the cell membrane mucin MUC1 may be associated with epithelial ovarian cancer.
galectin-3-binding sites	altered level			Galectin 3					basal cell carcinomas	Carcinoma, Basal Cell		human|pig	epidermis	Epithelial Cells|Epithelium	12097836	Purification and labeling enabled monitoring of galectin-3 reactivity in frozen sections of human and pig epidermis and basal cell carcinomas as well as in culture of keratinocytes.
DBA-reactive glycoligands	altered level			dolichos biflorus agglutinin					basal cell carcinomas	Carcinoma, Basal Cell		human|pig	epidermis	Epithelial Cells|Epithelium	12097836	Interestingly, studied basal cell carcinomas expressed no binding sites for galectin-3, while a limited number of cells were DBA-reactive.
